Compañía;País;Tipo;Ramo;Subramo;Moneda local; USD ;Año;Tasa de Cambio;AFILIADO
CHUBB;Brasil;Siniestros;RC;Internacional;4.787.860;1.302.571;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;RC;Ferrea;2.894.656;787.511;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;RC;Maritima;453;123;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;RC;Aerea;427;116;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Petroleros;;11.294.704;3.072.804;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Portuarios;;9.593.685;2.610.029;2018;3,6757;AFILIADO
CHUBB;Brasil;Primas;Carga;Nacional;81.536.004;25.480.001;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;60.332.779;18.853.993;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Carga;Nacional;0;0;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;0;0;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Cascos;Cascos Marítimos;11.470.363;3.584.488;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;94.393.821;29.498.069;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Desvios;68.035.821;21.261.194;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Aerea;9.391.325;2.934.789;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Internacional;6.316.070;1.973.772;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Maritima;2.412.083;753.776;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;RC;Ferrea;43.264;13.520;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Riesgos Petroleros;;-4.917.509;-1.536.722;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Riesgos Petroleros;;0;0;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Riesgos Portuarios;;59.154.026;18.485.633;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;40.063.931;12.519.978;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Internacional;-42.007.064;-13.127.208;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Internacional;25.403;7.938;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;11.969;3.740;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;Cascos Marítimos;16.192.284;5.060.089;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;RC;Desvios;51.438.158;16.074.424;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;39.068.924;12.209.039;2017;3,2;AFILIADO
SOMPO;Brasil;Primas;Carga;Nacional;168.205.202;45.761.407;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;Carga;Internacional;99.803.084;27.152.130;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;Cascos;Cascos Marítimos;24;7;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Terrestre;170.806.086;46.468.995;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Desvios;108.800.965;29.600.067;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Internacional;3.856.252;1.049.120;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Ferrea;2.687.561;731.170;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Aerea;1.928.262;524.597;2018;3,6757;AFILIADO
SOMPO;Brasil;Primas;RC;Maritima;499;136;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;RC;Aerea;741.536;231.730;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;RC;Maritima;487.798;152.437;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;RC;Internacional;342.454;107.017;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;RC;Ferrea;0;0;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Petroleros;;-1.041.154;-325.361;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Petroleros;;188;59;2017;3,2;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Portuarios;;21.997.488;6.874.215;2017;3,2;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;56.912.869;16.482.947;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;11.055.626;3.201.900;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Carga;Nacional;-2;-1;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Cascos;;17.655.303;5.113.280;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Cascos;;3.288.248;952.333;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;98.616.032;28.560.901;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;68.426.399;19.817.464;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;9.668.450;2.800.150;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;6.447.049;1.867.176;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;5.980.729;1.732.122;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;5.289.202;1.531.844;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;3.376.077;977.770;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;198.117;57.378;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre;-36.446;-10.555;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Riesgos Petroleros;;-14.614.505;-4.232.612;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Riesgos Portuarios;;61.939.108;17.938.632;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;64.344.279;18.635.211;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Internacional;45.448.745;13.162.739;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;23.310.647;6.751.165;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Internacional;12.319.475;3.567.932;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;1.265.392;366.479;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;71.642.023;20.748.764;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;53.305.825;15.438.285;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;8.987.529;2.602.943;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;6.669.086;1.931.482;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;4.582.506;1.327.173;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;2.351.763;681.111;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;887.926;257.159;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;720;209;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre;-95.402.663;-27.630.254;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Petroleros;;-65.080.640;-18.848.474;2016;3,452833333;AFILIADO
CHUBB;Brasil;Siniestros;Riesgos Portuarios;;24.562.522;7.113.729;2016;3,452833333;AFILIADO
CHUBB;Brasil;Primas;Carga;Nacional;31.652.062;9.632.399;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;16.015.897;4.873.980;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;Cascos;;2.965.917;902.592;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;RC;Terrestre nacional;14.275.153;4.344.234;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;RC;Todos;8.365.542;2.545.813;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;RC;P&I;197.130;59.991;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;RC;Aérea Nacional;-454;-138;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;26.695.642;8.124.054;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Internacional;1.627.384;495.248;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;2.658.293;808.975;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;RC;Todos;8.162.087;2.483.897;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;RC;Terrestre nacional;6.253.422;1.903.050;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;RC;Aérea Nacional;-2.230;-679;2015;3,286;AFILIADO
CHUBB;Brasil;Siniestros;RC;P&I;-62.603;-19.051;2015;3,286;AFILIADO
CHUBB;Brasil;Primas;Carga;Nacional;35.945.232;15.269.834;2014;2,35400274;AFILIADO
CHUBB;Brasil;Primas;Carga;Internacional;835.055;354.738;2014;2,35400274;AFILIADO
CHUBB;Brasil;Primas;Cascos;;7.629.440;3.241.050;2014;2,35400274;AFILIADO
CHUBB;Brasil;Primas;Cascos;;7.039.274;2.990.342;2014;2,35400274;AFILIADO
ZURICH;Brasil;Primas;Carga;Internacional;8.468.363;2.303.878;2018;3,6757;AFILIADO
ZURICH;Brasil;Primas;Carga;Nacional;7.316.709;1.990.562;2018;3,6757;AFILIADO
ZURICH;Brasil;Primas;Cascos;Cascos Marítimos;0;0;2018;3,6757;AFILIADO
ZURICH;Brasil;Primas;RC;Terrestre;3.351.313;911.748;2018;3,6757;AFILIADO
ZURICH;Brasil;Primas;RC;Desvios;1.573.111;427.976;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;Carga;Nacional;7.580.326;2.062.281;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;Carga;Internacional;5.158.135;1.403.307;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;RC;Terrestre;618;168;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;RC;Aerea;0;0;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;RC;Desvios;0;0;2018;3,6757;AFILIADO
ZURICH MINAS;Brasil;Primas;Riesgos Petroleros;;120;33;2018;3,6757;AFILIADO
ZURICH;Brasil;Primas;Riesgos Petroleros;;0;0;2018;3,6757;AFILIADO
CHUBB;Brasil;Primas;Cascos;;47.977;20.381;2014;2,35400274;AFILIADO
CHUBB;Brasil;Primas;RC;;431.220;183.186;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;28.965.900;12.304.956;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;Carga;Nacional;201.705;85.686;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;780.662;331.632;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;RC;;9.692.171;4.117.315;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;RC;;296;126;2014;2,35400274;AFILIADO
CHUBB;Brasil;Siniestros;RC;;-2.871;-1.220;2014;2,35400274;AFILIADO
CHUBB;Brasil;Primas;Carga;;37.422.132;17.324.460;2013;2,160074995;AFILIADO
CHUBB;Brasil;Primas;Carga;;22.845.478;10.576.243;2013;2,160074995;AFILIADO
CHUBB;Brasil;Primas;Carga;;9.181.827;4.250.698;2013;2,160074995;AFILIADO
CHUBB;Brasil;Primas;Cascos;;2.706.707;1.253.062;2013;2,160074995;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;28.380.348;13.138.594;2013;2,160074995;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;8.866.831;4.104.872;2013;2,160074995;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;8.314.727;3.849.277;2013;2,160074995;AFILIADO
ALLIANZ;Brasil;Siniestros;Carga;Nacional;60.813.766;16.544.812;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;Carga;Internacional;-1.613.161;-438.872;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;Cascos;Cascos Marítimos;8.413.261;2.288.887;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;RC;Terrestre;57.342.073;15.600.314;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;RC;Desvios;31.226.796;8.495.469;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;RC;Internacional;2.767.015;752.786;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;RC;Ferrea;-3.604.722;-980.690;2018;3,6757;AFILIADO
ALLIANZ;Brasil;Siniestros;Riesgos Portuarios;;-191;-52;2018;3,6757;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;407.117;188.474;2013;2,160074995;AFILIADO
CHUBB;Brasil;Primas;Carga;;29.747.366;15.220.534;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;Carga;;28.989.756;14.832.896;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;Carga;;7.743.437;3.962.006;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;Cascos;;2.352.126;1.203.489;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;RC;;13.737;7.029;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;RC;;13.737;7.029;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;20.812.531;10.648.937;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;15.708.373;8.037.345;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;7.762.136;3.971.574;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;460.419;235.578;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;RC;;16.387;8.385;2012;1,954423246;AFILIADO
CHUBB;Brasil;Siniestros;RC;;16.387;8.385;2012;1,954423246;AFILIADO
CHUBB;Brasil;Primas;Carga;;31.552.452;18.845.861;2011;1,674237746;AFILIADO
CHUBB;Brasil;Primas;Carga;;28.143.723;16.809.872;2011;1,674237746;AFILIADO
CHUBB;Brasil;Primas;Carga;;9.597.560;5.732.495;2011;1,674237746;AFILIADO
CHUBB;Brasil;Primas;Cascos;;3.267.027;1.951.352;2011;1,674237746;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;21.418.080;12.792.735;2011;1,674237746;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;14.886.682;8.891.618;2011;1,674237746;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;4.998.016;2.985.249;2011;1,674237746;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;1.745.272;1.042.428;2011;1,674237746;AFILIADO
CHUBB;Brasil;Primas;Carga;;29.797.782;16.922.024;2010;1,760887585;AFILIADO
CHUBB;Brasil;Primas;Carga;;23.343.199;13.256.496;2010;1,760887585;AFILIADO
CHUBB;Brasil;Primas;Carga;;53.194;30.209;2010;1,760887585;AFILIADO
CHUBB;Brasil;Primas;Carga;;-210.888;-119.762;2010;1,760887585;AFILIADO
CHUBB;Brasil;Primas;Cascos;;5.173.296;2.937.891;2010;1,760887585;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;17.817.796;10.118.645;2010;1,760887585;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;17.055.133;9.685.532;2010;1,760887585;AFILIADO
CHUBB;Brasil;Siniestros;Carga;;1.720.923;977.304;2010;1,760887585;AFILIADO
CHUBB;Brasil;Siniestros;Cascos;;6.617.985;3.758.324;2010;1,760887585;AFILIADO
CHUBB;Chile;Primas;Carga;Transporte marítimo;8.719.264.000;9.242.383;2024;943,4;AFILIADO
CHUBB;Chile;Primas;Carga;Transporte terrestre;26.061.055.000;27.624.608;2024;943,4;AFILIADO
CHUBB;Chile;Primas;Cascos;Casco marítimo;90.305.000;95.723;2024;943,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Transporte terrestre;3.421.751.000;3.627.042;2024;943,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Transporte marítimo;3.652.088.000;3.871.198;2024;943,4;AFILIADO
CHUBB;Chile;Siniestros;Cascos;Casco marítimo;26.289.000;27.866;2024;943,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Transporte marítimo;4.607.113.551;5.487.599;2023;839,55;AFILIADO
CHUBB;Chile;Primas;Cascos;;89.821.232;103.006;2022;872;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;34.642.378.453;39.727.498;2022;872;AFILIADO
CHUBB;Chile;Primas;Carga;Marítima;8.455.333.071;9.696.483;2022;872;AFILIADO
CHUBB;Chile;Primas;Carga;Aéreo;666.037.924;763.805;2022;872;AFILIADO
CHUBB;Chile;Siniestros;Cascos;;31.268.176;35.858;2022;872;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;14.597.663.087;16.740.439;2022;872;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;7.649.805.177;8.772.712;2022;872;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aéreo;201.663.506;231.265;2022;872;AFILIADO
CHUBB;Chile;Primas;Cascos;;2.521;91.440;2021;0,0276;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;628.653;22.802.067;2021;0,0276;AFILIADO
CHUBB;Chile;Primas;Carga;Marítima;287.945;10.444.142;2021;0,0276;AFILIADO
CHUBB;Chile;Primas;Carga;Aérea;22.408;812.768;2021;0,0276;AFILIADO
CHUBB;Chile;Siniestros;Cascos;;-48;-1.737;2021;0,0276;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;;0;2021;0,0276;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;;0;2021;0,0276;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aérea;;0;2021;0,0276;AFILIADO
FAIRFAX;Brasil;Siniestros;Carga;Nacional;17.230.520;4.687.684;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;Carga;Internacional;15.915.964;4.330.050;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;Cascos;Cascos Marítimos;4.383.546;1.192.574;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;RC;Terrestre;9.549.088;2.597.896;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;RC;Desvios;9.434.947;2.566.844;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;RC;Aerea;60;16;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;RC;Maritima;-2;-1;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;Riesgos Petroleros;;-8.477.790;-2.306.442;2018;3,6757;AFILIADO
FAIRFAX;Brasil;Siniestros;Riesgos Portuarios;;3.501.464;952.598;2018;3,6757;AFILIADO
CHUBB;Chile;Siniestros;Carga;;463.956;16.828.301;2021;0,0276;AFILIADO
CHUBB;Chile;Primas;Cascos;;58.671.050;74.155;2020;791,19;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;14.696.613.836;18.575.328;2020;791,19;AFILIADO
CHUBB;Chile;Primas;Carga;Maritima;6.639.807.020;8.392.178;2020;791,19;AFILIADO
CHUBB;Chile;Primas;Carga;Aerea;562.852.093;711.399;2020;791,19;AFILIADO
CHUBB;Chile;Siniestros;Cascos;;0;0;2020;791,19;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;4.982.152.090;6.297.036;2020;791,19;AFILIADO
CHUBB;Chile;Siniestros;Carga;Maritima;4.820.499.896;6.092.721;2020;791,19;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aerea;295.497.349;373.485;2020;791,19;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;11.635.033.596;16.542.780;2019;703,33;AFILIADO
CHUBB;Chile;Primas;Carga;Marítimo;7.662.902.580;10.895.174;2019;703,33;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;5.216.223.269;7.416.466;2019;703,33;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítimo;4.534.148.395;6.446.687;2019;703,33;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;11.235.016.596;17.428.358;2018;644,64;AFILIADO
CHUBB;Chile;Primas;Carga;Maritima;7.674.371.068;11.904.894;2018;644,64;AFILIADO
CHUBB;Chile;Primas;Carga;Aerea;575.353.169;892.519;2018;644,64;AFILIADO
CHUBB;Chile;Primas;Cascos;Cascos Marítimos;0;0;2018;644,64;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;6.943.436.580;10.771.030;2018;644,64;AFILIADO
CHUBB;Chile;Siniestros;Carga;Maritima;5.711.686.820;8.860.274;2018;644,64;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aerea;287.897.111;446.601;2018;644,64;AFILIADO
CHUBB;Chile;Siniestros;Cascos;Cascos Marítimos;0;0;2018;644,64;AFILIADO
CHUBB;Chile;Primas;Carga;Maritima;6.007.499.833;9.257.689;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;4.980.300.328;7.674.752;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;4.469.045.413;6.886.897;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Maritima;1.498.417.998;2.309.095;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Aerea;295.717.475;455.707;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Aerea;229.847.647;354.200;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Cascos;Cascos Marítimos;0;0;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Cascos;Cascos Marítimos;0;0;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;2.220.654.669;3.422.078;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Maritima;1.888.330.935;2.909.960;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;1.453.021.949;2.239.139;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Maritima;450.691.119;694.525;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aerea;199.538.950;307.494;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aerea;44.726.096;68.924;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Cascos;Cascos Marítimos;0;0;2017;648,92;AFILIADO
CHUBB;Chile;Siniestros;Cascos;Cascos Marítimos;0;0;2017;648,92;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;5.550.167.474;8.254.265;2016;672,4;AFILIADO
CHUBB;Chile;Primas;Carga;Marítima;2.170.100.383;3.227.395;2016;672,4;AFILIADO
CHUBB;Chile;Primas;Carga;Aérea;319.704.437;475.468;2016;672,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;4.250.806.628;6.321.842;2016;672,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aérea;986.057.115;1.466.474;2016;672,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;34.429.401;51.204;2016;672,4;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;5.918.906.249;9.046.982;2015;654,240992;AFILIADO
CHUBB;Chile;Primas;Carga;Marítima;1.826.138.353;2.791.232;2015;654,240992;AFILIADO
CHUBB;Chile;Primas;Carga;Aérea;355.760.997;543.777;2015;654,240992;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;3.415.026.247;5.219.829;2015;654,240992;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;637.622.749;974.599;2015;654,240992;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aérea;107.152.380;163.781;2015;654,240992;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;50.697;75;2015;672,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;30.885;46;2015;672,4;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aérea;7.335;11;2015;672,4;AFILIADO
CHUBB;Chile;Primas;Carga;Terrestre;5.160.028.026;9.046.982;2014;570,3590685;AFILIADO
CHUBB;Chile;Primas;Carga;Marítima;1.826.138.353;2.791.232;2014;654,240992;AFILIADO
CHUBB;Chile;Primas;Carga;Aérea;355.760.997;543.777;2014;654,240992;AFILIADO
CHUBB;Chile;Siniestros;Carga;Terrestre;3.607.860.862;6.325.596;2014;570,3590685;AFILIADO
CHUBB;Chile;Siniestros;Carga;Marítima;1.140.490.181;1.999.600;2014;570,3590685;AFILIADO
CHUBB;Chile;Siniestros;Carga;Aérea;34.440.085;60.383;2014;570,3590685;AFILIADO
CHUBB;Chile;Primas;Carga;;6.450.270.622;13.021.260;2013;495,3645616;AFILIADO
CHUBB;Chile;Siniestros;Carga;;4.040.505.890;8.156.631;2013;495,3645616;AFILIADO
CHUBB;Chile;Siniestros;Cascos;;0;0;2013;495,3645616;AFILIADO
CHUBB;Chile;Primas;Carga;;6.474.052.432;13.312.333;2012;486,3198907;AFILIADO
CHUBB;Chile;Siniestros;Carga;;7.806.874.266;16.052.961;2012;486,3198907;AFILIADO
CHUBB;Chile;Primas;Carga;;6.243.650.481;12.916.859;2011;483,3721918;AFILIADO
CHUBB;Chile;Siniestros;Carga;;2.566.262.696;5.309.082;2011;483,3721918;AFILIADO
CHUBB;Chile;Primas;Carga;;5.560.860.609;10.902.710;2010;510,0439041;AFILIADO
CHUBB;Chile;Siniestros;Carga;;1.950.387.329;3.823.960;2010;510,0439041;AFILIADO
CHUBB;Colombia;Primas;Carga;Transporte;50.311.450.365;11.782.541;2024;4.270;AFILIADO
CHUBB;Colombia;Siniestros;Carga;Transporte;17.495.474.887;4.097.301;2024;4.270;AFILIADO
CHUBB;Colombia;Primas;Carga;Transporte;51.994.730.000;12.037.545;2023;4319,38;AFILIADO
CHUBB;Colombia;Siniestros;Carga;Transporte;22.239.770.000;5.148.834;2023;4319,38;AFILIADO
CHUBB;Colombia;Primas;Carga;;50.079.110.000;11.769.474;2022;4.255,00;AFILIADO
CHUBB;Colombia;Siniestros;Carga;;17.046.580.000;4.006.247;2022;4.255,00;AFILIADO
SOMPO;Brasil;Siniestros;Carga;Nacional;107.500.617;29.246.298;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;Carga;Internacional;-16.224.778;-4.414.065;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;Cascos;Cascos Marítimos;24;7;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Desvios;59.982.122;16.318.558;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Terrestre;57.410.119;15.618.826;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Internacional;334;91;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Aerea;327;89;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Ferrea;38;10;2018;3,6757;AFILIADO
SOMPO;Brasil;Siniestros;RC;Maritima;4;1;2018;3,6757;AFILIADO
CHUBB;Colombia;Primas;Carga;;41.724.000.000;11.130.555;2021;3.748,60;AFILIADO
CHUBB;Colombia;Siniestros;Carga;;14.846.000.000;3.960.412;2021;3.748,60;AFILIADO
CHUBB;Colombia;Primas;Carga;;35.558.000.000;9.637.385;2020;3689,59;AFILIADO
CHUBB;Colombia;Siniestros;Carga;;16.615.000.000;4.503.210;2020;3689,59;AFILIADO
CHUBB;Colombia;Primas;Carga;;37.040.510.000;11.283.963;2019;3282,58;AFILIADO
CHUBB;Colombia;Siniestros;Carga;;12.757.390.000;3.886.391;2019;3282,58;AFILIADO
